pair_id,actor,statement,repetition,intensity,happy_sample_id,sad_sample_id,condition_id,prompt,happy_verbalizer,sad_verbalizer,happy_token_ids,sad_token_ids,layer_index,head_index,layer,patch_site,patch_kind,baseline_happy_happy_score,baseline_happy_sad_score,baseline_sad_happy_score,baseline_sad_sad_score,baseline_happy_margin,baseline_sad_margin,patched_happy_target_happy_score,patched_happy_target_sad_score,patched_sad_target_happy_score,patched_sad_target_sad_score,patched_happy_target_margin,patched_sad_target_margin,happy_effect_toward_sad,sad_effect_toward_happy,counterfactual_effect,happy_direction,sad_direction,error
pair_0018,05,02,01,01,pair_0018_happy,pair_0018_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.000730514526367,-14.714016914367676,-18.26675796508789,-14.785633087158203,-3.2867136001586914,-3.4811248779296875,-18.009506225585938,-14.694025039672852,-18.260000228881836,-14.804413795471191,-3.315481185913086,-3.4555864334106445,0.02876758575439453,0.02553844451904297,0.02715301513671875,True,True,
pair_0019,05,02,02,01,pair_0019_happy,pair_0019_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.202608108520508,-14.727049827575684,-17.76186752319336,-14.475021362304688,-3.475558280944824,-3.286846160888672,-18.21752166748047,-14.72368049621582,-17.743486404418945,-14.472020149230957,-3.4938411712646484,-3.2714662551879883,0.01828289031982422,0.015379905700683594,0.016831398010253906,True,True,
pair_0020,06,01,01,01,pair_0020_happy,pair_0020_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.270139694213867,-14.0554780960083,-18.622514724731445,-14.09838581085205,-4.214661598205566,-4.5241289138793945,-18.298303604125977,-14.057294845581055,-18.594959259033203,-14.094706535339355,-4.241008758544922,-4.500252723693848,0.02634716033935547,0.023876190185546875,0.025111675262451172,True,True,
pair_0021,06,01,02,01,pair_0021_happy,pair_0021_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.518516540527344,-14.262524604797363,-18.693706512451172,-14.079412460327148,-4.2559919357299805,-4.614294052124023,-18.497692108154297,-14.268636703491211,-18.718229293823242,-14.074942588806152,-4.229055404663086,-4.64328670501709,-0.02693653106689453,-0.028992652893066406,-0.02796459197998047,False,False,
pair_0022,06,02,01,01,pair_0022_happy,pair_0022_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.048234939575195,-14.446083068847656,-18.00354766845703,-14.538506507873535,-3.602151870727539,-3.465041160583496,-18.134967803955078,-14.454362869262695,-17.914316177368164,-14.530107498168945,-3.680604934692383,-3.3842086791992188,0.07845306396484375,0.08083248138427734,0.07964277267456055,True,True,
pair_0023,06,02,02,01,pair_0023_happy,pair_0023_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-17.950851440429688,-14.493545532226562,-18.027484893798828,-14.372323989868164,-3.457305908203125,-3.655160903930664,-17.99869155883789,-14.504545211791992,-17.980464935302734,-14.361432075500488,-3.4941463470458984,-3.619032859802246,0.03684043884277344,0.03612804412841797,0.0364842414855957,True,True,
pair_0024,07,01,01,01,pair_0024_happy,pair_0024_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.09006118774414,-13.70536994934082,-18.24040985107422,-14.0731840133667,-4.38469123840332,-4.1672258377075195,-18.140295028686523,-13.72077465057373,-18.189987182617188,-14.055209159851074,-4.419520378112793,-4.134778022766113,0.034829139709472656,0.03244781494140625,0.03363847732543945,True,True,
pair_0025,07,01,02,01,pair_0025_happy,pair_0025_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.489057540893555,-13.88498592376709,-18.49165916442871,-13.795110702514648,-4.604071617126465,-4.6965484619140625,-18.49479103088379,-13.888969421386719,-18.485685348510742,-13.790789604187012,-4.60582160949707,-4.6948957443237305,0.0017499923706054688,0.0016527175903320312,0.00170135498046875,True,True,
pair_0026,07,02,01,01,pair_0026_happy,pair_0026_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.1934757232666,-14.413429260253906,-18.108972549438477,-14.478107452392578,-3.7800464630126953,-3.6308650970458984,-18.19298553466797,-14.423479080200195,-18.108625411987305,-14.467177391052246,-3.7695064544677734,-3.6414480209350586,-0.010540008544921875,-0.010582923889160156,-0.010561466217041016,False,False,
pair_0027,07,02,02,01,pair_0027_happy,pair_0027_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.1934757232666,-14.413429260253906,-17.917301177978516,-14.347782135009766,-3.7800464630126953,-3.56951904296875,-18.16908836364746,-14.421991348266602,-17.944704055786133,-14.338608741760254,-3.7470970153808594,-3.606095314025879,-0.03294944763183594,-0.036576271057128906,-0.03476285934448242,False,False,
pair_0028,08,01,01,01,pair_0028_happy,pair_0028_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-17.895870208740234,-14.022705078125,-18.853595733642578,-13.817150115966797,-3.8731651306152344,-5.036445617675781,-17.9341983795166,-14.03205680847168,-18.8182373046875,-13.808323860168457,-3.902141571044922,-5.009913444519043,0.0289764404296875,0.02653217315673828,0.02775430679321289,True,True,
pair_0029,08,01,02,01,pair_0029_happy,pair_0029_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.307472229003906,-13.782498359680176,-17.66484260559082,-13.374154090881348,-4.5249738693237305,-4.290688514709473,-18.313875198364258,-13.765739440917969,-17.65608024597168,-13.38520336151123,-4.548135757446289,-4.270876884460449,0.023161888122558594,0.019811630249023438,0.021486759185791016,True,True,
pair_0030,08,02,01,01,pair_0030_happy,pair_0030_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-17.869657516479492,-13.974630355834961,-17.25248908996582,-14.594927787780762,-3.8950271606445312,-2.6575613021850586,-17.78601837158203,-13.892838478088379,-17.28892707824707,-14.664969444274902,-3.8931798934936523,-2.623957633972168,-0.0018472671508789062,0.033603668212890625,0.01587820053100586,False,True,
pair_0031,08,02,02,01,pair_0031_happy,pair_0031_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-17.836416244506836,-14.024099349975586,-18.205785751342773,-14.933714866638184,-3.81231689453125,-3.27207088470459,-17.748626708984375,-14.016555786132812,-18.315271377563477,-14.948156356811523,-3.7320709228515625,-3.367115020751953,-0.0802459716796875,-0.09504413604736328,-0.08764505386352539,False,False,
pair_0032,09,01,01,01,pair_0032_happy,pair_0032_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.71563148498535,-14.05175495147705,-18.32554054260254,-13.615287780761719,-4.663876533508301,-4.71025276184082,-18.704360961914062,-14.052403450012207,-18.338850021362305,-13.616814613342285,-4.6519575119018555,-4.7220354080200195,-0.011919021606445312,-0.011782646179199219,-0.011850833892822266,False,False,
pair_0033,09,01,02,01,pair_0033_happy,pair_0033_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.97260284423828,-13.914822578430176,-17.69182014465332,-13.4166841506958,-5.0577802658081055,-4.2751359939575195,-19.01617431640625,-13.920845031738281,-17.631465911865234,-13.393023490905762,-5.095329284667969,-4.238442420959473,0.03754901885986328,0.036693572998046875,0.03712129592895508,True,True,
pair_0034,09,02,01,01,pair_0034_happy,pair_0034_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.46145248413086,-14.497332572937012,-18.005985260009766,-14.08935832977295,-3.9641199111938477,-3.9166269302368164,-18.42192840576172,-14.540977478027344,-18.045625686645508,-14.05008316040039,-3.880950927734375,-3.995542526245117,-0.08316898345947266,-0.07891559600830078,-0.08104228973388672,False,False,
pair_0035,09,02,02,01,pair_0035_happy,pair_0035_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.263702392578125,-14.721343994140625,-18.236169815063477,-13.951910018920898,-3.5423583984375,-4.284259796142578,-18.29740333557129,-14.724291801452637,-18.205703735351562,-13.948075294494629,-3.5731115341186523,-4.257628440856934,0.030753135681152344,0.02663135528564453,0.028692245483398438,True,True,
pair_0036,10,01,01,01,pair_0036_happy,pair_0036_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.43072509765625,-14.279913902282715,-18.52195167541504,-13.862289428710938,-4.150811195373535,-4.659662246704102,-18.44540023803711,-14.283947944641113,-18.51106834411621,-13.862174034118652,-4.161452293395996,-4.648894309997559,0.010641098022460938,0.010767936706542969,0.010704517364501953,True,True,
pair_0037,10,01,02,01,pair_0037_happy,pair_0037_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.536893844604492,-14.135092735290527,-18.385366439819336,-13.990771293640137,-4.401801109313965,-4.394595146179199,-18.538206100463867,-14.13458251953125,-18.383665084838867,-13.992467880249023,-4.403623580932617,-4.391197204589844,0.0018224716186523438,0.0033979415893554688,0.0026102066040039062,True,True,
pair_0038,10,02,01,01,pair_0038_happy,pair_0038_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.626100540161133,-14.971156120300293,-18.138322830200195,-15.568587303161621,-3.65494441986084,-2.569735527038574,-18.36205291748047,-14.983415603637695,-18.296674728393555,-15.561203956604004,-3.3786373138427734,-2.735470771789551,-0.2763071060180664,-0.16573524475097656,-0.22102117538452148,False,False,
pair_0039,10,02,02,01,pair_0039_happy,pair_0039_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-17.940845489501953,-14.391155242919922,-18.010360717773438,-14.663244247436523,-3.5496902465820312,-3.347116470336914,-17.934314727783203,-14.415791511535645,-18.011512756347656,-14.6372709274292,-3.5185232162475586,-3.374241828918457,-0.031167030334472656,-0.02712535858154297,-0.029146194458007812,False,False,
pair_0040,11,01,01,01,pair_0040_happy,pair_0040_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.623796463012695,-14.394556045532227,-18.4024658203125,-13.74590015411377,-4.229240417480469,-4.6565656661987305,-18.66183853149414,-14.400565147399902,-18.358938217163086,-13.736237525939941,-4.261273384094238,-4.6227006912231445,0.03203296661376953,0.03386497497558594,0.032948970794677734,True,True,
pair_0041,11,01,02,01,pair_0041_happy,pair_0041_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.812341690063477,-14.09249210357666,-18.785491943359375,-13.815770149230957,-4.719849586486816,-4.969721794128418,-18.81659507751465,-14.09729290008545,-18.780467987060547,-13.809891700744629,-4.719302177429199,-4.970576286315918,-0.0005474090576171875,-0.0008544921875,-0.0007009506225585938,False,False,
pair_0042,11,02,01,01,pair_0042_happy,pair_0042_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.23929214477539,-14.638985633850098,-17.918140411376953,-14.4312105178833,-3.600306510925293,-3.4869298934936523,-18.181480407714844,-14.66680908203125,-17.981197357177734,-14.40380859375,-3.5146713256835938,-3.5773887634277344,-0.08563518524169922,-0.09045886993408203,-0.08804702758789062,False,False,
pair_0043,11,02,02,01,pair_0043_happy,pair_0043_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.15532684326172,-14.518304824829102,-17.905120849609375,-14.42210578918457,-3.637022018432617,-3.4830150604248047,-18.110206604003906,-14.532093048095703,-17.957897186279297,-14.402264595031738,-3.578113555908203,-3.5556325912475586,-0.05890846252441406,-0.0726175308227539,-0.06576299667358398,False,False,
pair_0044,12,01,01,01,pair_0044_happy,pair_0044_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.62382698059082,-13.893119812011719,-18.424034118652344,-13.92949390411377,-4.730707168579102,-4.494540214538574,-18.66765594482422,-13.908534049987793,-18.376419067382812,-13.910513877868652,-4.759121894836426,-4.46590518951416,0.02841472625732422,0.028635025024414062,0.02852487564086914,True,True,
pair_0045,12,01,02,01,pair_0045_happy,pair_0045_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.557336807250977,-14.15941333770752,-18.611474990844727,-14.103328704833984,-4.397923469543457,-4.508146286010742,-18.565387725830078,-14.153878211975098,-18.60212516784668,-14.10849380493164,-4.4115095138549805,-4.493631362915039,0.013586044311523438,0.014514923095703125,0.014050483703613281,True,True,
pair_0046,12,02,01,01,pair_0046_happy,pair_0046_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.1330623626709,-14.706695556640625,-18.050931930541992,-14.204154014587402,-3.4263668060302734,-3.84677791595459,-18.089649200439453,-14.730079650878906,-18.09287452697754,-14.176998138427734,-3.359569549560547,-3.9158763885498047,-0.06679725646972656,-0.06909847259521484,-0.0679478645324707,False,False,
pair_0047,12,02,02,01,pair_0047_happy,pair_0047_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.207361221313477,-14.713201522827148,-18.167673110961914,-14.448575019836426,-3.494159698486328,-3.7190980911254883,-18.18159294128418,-14.736602783203125,-18.195266723632812,-14.425085067749023,-3.4449901580810547,-3.770181655883789,-0.04916954040527344,-0.05108356475830078,-0.05012655258178711,False,False,
pair_0048,13,01,01,01,pair_0048_happy,pair_0048_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.664913177490234,-14.320459365844727,-18.376577377319336,-13.990562438964844,-4.344453811645508,-4.386014938354492,-18.708932876586914,-14.326818466186523,-18.32590675354004,-13.976009368896484,-4.382114410400391,-4.349897384643555,0.03766059875488281,0.0361175537109375,0.036889076232910156,True,True,
pair_0049,13,01,02,01,pair_0049_happy,pair_0049_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],18,1,layer_18,pre_o_proj_decision_head,attention_head,-18.525012969970703,-14.230103492736816,-18.583324432373047,-14.079850196838379,-4.294909477233887,-4.503474235534668,-18.50307846069336,-14.24014949798584,-18.602323532104492,-14.067344665527344,-4.2629289627075195,-4.534978866577148,-0.03198051452636719,-0.03150463104248047,-0.03174257278442383,False,False,
