pair_id,actor,statement,repetition,intensity,happy_sample_id,sad_sample_id,condition_id,prompt,happy_verbalizer,sad_verbalizer,happy_token_ids,sad_token_ids,token_position,layer_index,layer,patch_site,patch_kind,baseline_happy_happy_token_logprob,baseline_happy_sad_token_logprob,baseline_sad_happy_token_logprob,baseline_sad_sad_token_logprob,baseline_happy_margin,baseline_sad_margin,patched_happy_target_happy_token_logprob,patched_happy_target_sad_token_logprob,patched_sad_target_happy_token_logprob,patched_sad_target_sad_token_logprob,patched_happy_target_margin,patched_sad_target_margin,happy_effect_toward_sad,sad_effect_toward_happy,counterfactual_effect,happy_direction,sad_direction,error
pair_0007,02,02,02,01,pair_0007_happy,pair_0007_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.67584228515625,-10.17601490020752,-13.62759780883789,-10.114803314208984,-3.4998273849487305,-3.5127944946289062,-13.678837,-10.161532,-13.624511,-10.127149,-3.5173044,-3.4973621,0.017477035522460938,0.015432357788085938,0.016454696655273438,True,True,
pair_0008,03,01,01,01,pair_0008_happy,pair_0008_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.42702293395996,-29.7170352935791,-19.154647827148438,-30.014280319213867,10.29001235961914,10.85963249206543,-19.177607,-30.10342,-19.383911,-29.643604,10.925814,10.259693,-0.6358013153076172,-0.5999393463134766,-0.6178703308105469,False,False,
pair_0008,03,01,01,01,pair_0008_happy,pair_0008_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.811239242553711,-10.44350814819336,-13.716691970825195,-10.509063720703125,-3.3677310943603516,-3.2076282501220703,-13.778976,-10.46953,-13.747747,-10.479158,-3.3094463,-3.268589,-0.058284759521484375,-0.06096076965332031,-0.059622764587402344,False,False,
pair_0009,03,01,02,01,pair_0009_happy,pair_0009_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.118282318115234,-29.827682495117188,-19.180814743041992,-30.112947463989258,10.709400177001953,10.932132720947266,-19.227402,-30.128277,-19.071386,-29.805014,10.900875,10.733627,-0.19147491455078125,-0.19850540161132812,-0.1949901580810547,False,False,
pair_0009,03,01,02,01,pair_0009_happy,pair_0009_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.71928596496582,-10.345026969909668,-13.721864700317383,-10.504993438720703,-3.3742589950561523,-3.2168712615966797,-13.73151,-10.351075,-13.709923,-10.499771,-3.380435,-3.2101517,0.006175994873046875,0.0067195892333984375,0.006447792053222656,True,True,
pair_0010,03,02,01,01,pair_0010_happy,pair_0010_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.6313533782959,-30.88182830810547,-19.578269958496094,-30.9395694732666,11.25047492980957,11.361299514770508,-19.564644,-31.036322,-19.650997,-30.780666,11.471678,11.129669,-0.22120285034179688,-0.2316303253173828,-0.22641658782958984,False,False,
pair_0010,03,02,01,01,pair_0010_happy,pair_0010_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.707137107849121,-10.180642127990723,-13.649555206298828,-10.063980102539062,-3.5264949798583984,-3.5855751037597656,-13.713829,-10.166994,-13.643207,-10.076154,-3.546835,-3.5670528,0.0203399658203125,0.018522262573242188,0.019431114196777344,True,True,
pair_0011,03,02,02,01,pair_0011_happy,pair_0011_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.558292388916016,-30.97720718383789,-19.496843338012695,-31.281461715698242,11.418914794921875,11.784618377685547,-19.517809,-31.50943,-19.542143,-30.76412,11.991621,11.221977,-0.5727062225341797,-0.5626411437988281,-0.5676736831665039,False,False,
pair_0011,03,02,02,01,pair_0011_happy,pair_0011_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.683303833007812,-10.19591999053955,-13.681233406066895,-10.159494400024414,-3.4873838424682617,-3.5217390060424805,-13.718461,-10.181995,-13.646109,-10.173098,-3.5364656,-3.473011,0.04908180236816406,0.048727989196777344,0.0489048957824707,True,True,
pair_0012,04,01,01,01,pair_0012_happy,pair_0012_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.063037872314453,-29.82964515686035,-19.159326553344727,-29.902172088623047,10.766607284545898,10.74284553527832,-19.086166,-29.926704,-19.139843,-29.855223,10.840538,10.71538,-0.07393074035644531,-0.0274658203125,-0.050698280334472656,False,False,
pair_0012,04,01,01,01,pair_0012_happy,pair_0012_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.664373397827148,-10.40296745300293,-13.751678466796875,-10.508042335510254,-3.2614059448242188,-3.243636131286621,-13.677057,-10.401039,-13.736978,-10.511024,-3.2760181,-3.225953,0.014612197875976562,0.017683029174804688,0.016147613525390625,True,True,
pair_0013,04,01,02,01,pair_0013_happy,pair_0013_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.248916625976562,-29.84681510925293,-19.249549865722656,-29.954227447509766,10.597898483276367,10.70467758178711,-19.295639,-29.89645,-19.203722,-29.912703,10.600811,10.708981,-0.0029125213623046875,0.004302978515625,0.0006952285766601562,False,True,
pair_0013,04,01,02,01,pair_0013_happy,pair_0013_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.700850486755371,-10.30609130859375,-13.664071083068848,-10.5137939453125,-3.394759178161621,-3.1502771377563477,-13.666988,-10.319448,-13.698031,-10.499844,-3.34754,-3.1981878,-0.047219276428222656,-0.04791069030761719,-0.04756498336791992,False,False,
pair_0014,04,02,01,01,pair_0014_happy,pair_0014_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.542516708374023,-30.458480834960938,-19.34636878967285,-31.05355453491211,10.915964126586914,11.707185745239258,-19.316734,-30.896706,-19.577066,-30.596079,11.579971,11.019012,-0.6640071868896484,-0.6881732940673828,-0.6760902404785156,False,False,
pair_0014,04,02,01,01,pair_0014_happy,pair_0014_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.687854766845703,-10.039693832397461,-13.647011756896973,-9.850208282470703,-3.648160934448242,-3.7968034744262695,-13.689609,-10.017336,-13.646016,-9.870389,-3.6722727,-3.7756271,0.02411174774169922,0.02117633819580078,0.02264404296875,True,True,
pair_0015,04,02,02,01,pair_0015_happy,pair_0015_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.594221115112305,-30.316932678222656,-19.73418426513672,-30.76753044128418,10.722711563110352,11.033346176147461,-19.640827,-30.717787,-19.683393,-30.366096,11.07696,10.682703,-0.354248046875,-0.3506431579589844,-0.3524456024169922,False,False,
pair_0015,04,02,02,01,pair_0015_happy,pair_0015_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.739975929260254,-10.175956726074219,-13.678009033203125,-10.192514419555664,-3.564019203186035,-3.485494613647461,-13.737096,-10.16324,-13.680957,-10.204408,-3.5738554,-3.4765491,0.009836196899414062,0.008945465087890625,0.009390830993652344,True,True,
pair_0016,05,01,01,01,pair_0016_happy,pair_0016_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.203521728515625,-29.585399627685547,-19.347688674926758,-30.269102096557617,10.381877899169922,10.92141342163086,-19.337486,-29.857176,-19.20182,-30.015738,10.51969,10.813917,-0.13781166076660156,-0.10749626159667969,-0.12265396118164062,False,False,
pair_0016,05,01,01,01,pair_0016_happy,pair_0016_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.689872741699219,-10.459577560424805,-13.628690719604492,-10.406251907348633,-3.230295181274414,-3.2224388122558594,-13.673014,-10.481245,-13.643134,-10.382526,-3.1917686,-3.2606077,-0.03852653503417969,-0.038168907165527344,-0.038347721099853516,False,False,
pair_0017,05,01,02,01,pair_0017_happy,pair_0017_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.27762222290039,-30.09341049194336,-19.115493774414062,-29.60315704345703,10.815788269042969,10.487663269042969,-19.215492,-29.688307,-19.184874,-30.0039,10.472815,10.819027,0.3429737091064453,0.3313636779785156,0.33716869354248047,True,True,
pair_0017,05,01,02,01,pair_0017_happy,pair_0017_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.781604766845703,-10.574251174926758,-13.654045104980469,-10.585716247558594,-3.2073535919189453,-3.068328857421875,-13.777892,-10.570623,-13.658625,-10.590933,-3.2072687,-3.0676918,-8.487701416015625e-05,0.000637054443359375,0.0002760887145996094,False,True,
pair_0018,05,02,01,01,pair_0018_happy,pair_0018_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.567913055419922,-30.894155502319336,-19.4138126373291,-31.229393005371094,11.326242446899414,11.815580368041992,-19.411417,-31.298384,-19.57964,-30.83748,11.886967,11.257841,-0.5607242584228516,-0.5577392578125,-0.5592317581176758,False,False,
pair_0018,05,02,01,01,pair_0018_happy,pair_0018_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.747832298278809,-10.140518188476562,-13.664533615112305,-10.28322696685791,-3.607314109802246,-3.3813066482543945,-13.735429,-10.123353,-13.677433,-10.299718,-3.6120758,-3.377715,0.004761695861816406,0.0035915374755859375,0.004176616668701172,True,True,
pair_0019,05,02,02,01,pair_0019_happy,pair_0019_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.56353759765625,-30.714632034301758,-19.620054244995117,-30.619495391845703,11.151094436645508,10.999441146850586,-19.575214,-30.719204,-19.587908,-30.605707,11.14399,11.017799,0.0071048736572265625,0.018358230590820312,0.012731552124023438,True,True,
pair_0019,05,02,02,01,pair_0019_happy,pair_0019_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.613736152648926,-10.176963806152344,-13.693086624145508,-10.024197578430176,-3.436772346496582,-3.668889045715332,-13.605344,-10.17676,-13.699873,-10.022905,-3.428584,-3.6769676,-0.008188247680664062,-0.008078575134277344,-0.008133411407470703,False,False,
pair_0020,06,01,01,01,pair_0020_happy,pair_0020_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.231670379638672,-29.744647979736328,-19.27033233642578,-29.853639602661133,10.512977600097656,10.583307266235352,-19.27192,-29.915398,-19.23013,-29.684654,10.643478,10.454525,-0.13050079345703125,-0.1287822723388672,-0.12964153289794922,False,False,
pair_0020,06,01,01,01,pair_0020_happy,pair_0020_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.70492172241211,-10.517678260803223,-13.690788269042969,-10.426706314086914,-3.1872434616088867,-3.2640819549560547,-13.713999,-10.514198,-13.680645,-10.431312,-3.1998005,-3.2493334,0.012557029724121094,0.014748573303222656,0.013652801513671875,True,True,
pair_0021,06,01,02,01,pair_0021_happy,pair_0021_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.180561065673828,-29.839807510375977,-19.187440872192383,-30.137062072753906,10.659246444702148,10.949621200561523,-19.206472,-30.013752,-19.168316,-29.96514,10.80728,10.7968235,-0.14803314208984375,-0.15279769897460938,-0.15041542053222656,False,False,
pair_0021,06,01,02,01,pair_0021_happy,pair_0021_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.763311386108398,-10.538237571716309,-13.719725608825684,-10.517411231994629,-3.22507381439209,-3.2023143768310547,-13.754899,-10.5141945,-13.728044,-10.542191,-3.2407045,-3.185853,0.015630722045898438,0.01646137237548828,0.01604604721069336,True,True,
pair_0022,06,02,01,01,pair_0022_happy,pair_0022_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.799043655395508,-30.966384887695312,-19.46347999572754,-30.94921875,11.167341232299805,11.485738754272461,-19.450718,-31.025246,-19.815222,-30.888842,11.574528,11.07362,-0.40718650817871094,-0.41211891174316406,-0.4096527099609375,False,False,
pair_0022,06,02,01,01,pair_0022_happy,pair_0022_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.661470413208008,-10.139159202575684,-13.648798942565918,-9.972356796264648,-3.522311210632324,-3.6764421463012695,-13.680743,-10.14007,-13.629986,-9.970697,-3.5406733,-3.6592884,0.018362045288085938,0.01715373992919922,0.017757892608642578,True,True,
pair_0023,06,02,02,01,pair_0023_happy,pair_0023_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.727088928222656,-31.29671287536621,-19.580244064331055,-31.281143188476562,11.569623947143555,11.700899124145508,-19.568825,-31.34129,-19.740358,-31.243519,11.772465,11.50316,-0.20284080505371094,-0.1977386474609375,-0.20028972625732422,False,False,
pair_0023,06,02,02,01,pair_0023_happy,pair_0023_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.661134719848633,-10.065292358398438,-13.689208984375,-10.029577255249023,-3.5958423614501953,-3.6596317291259766,-13.675896,-10.07276,-13.674982,-10.022394,-3.603136,-3.652588,0.007293701171875,0.0070438385009765625,0.007168769836425781,True,True,
pair_0024,07,01,01,01,pair_0024_happy,pair_0024_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.16484832763672,-30.24891471862793,-19.306053161621094,-30.161773681640625,11.084066390991211,10.855720520019531,-19.142435,-29.97624,-19.31096,-30.41093,10.833805,11.09997,0.2502613067626953,0.2442493438720703,0.2472553253173828,True,True,
pair_0024,07,01,01,01,pair_0024_happy,pair_0024_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",2,17,layer_17,post_decoder_block_output,decision_token,-13.658029556274414,-10.282907485961914,-13.695832252502441,-10.378266334533691,-3.3751220703125,-3.31756591796875,-13.627493,-10.276758,-13.724948,-10.377547,-3.3507347,-3.3474007,-0.024387359619140625,-0.029834747314453125,-0.027111053466796875,False,False,
pair_0025,07,01,02,01,pair_0025_happy,pair_0025_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",1,17,layer_17,post_decoder_block_output,decision_token,-19.296524047851562,-29.604045867919922,-19.182828903198242,-29.572874069213867,10.30752182006836,10.390045166015625,-19.167385,-29.489716,-19.311377,-29.690895,10.32233,10.3795185,-0.01480865478515625,-0.010526657104492188,-0.012667655944824219,False,False,
