pair_id,actor,statement,repetition,intensity,happy_sample_id,sad_sample_id,condition_id,prompt,happy_verbalizer,sad_verbalizer,happy_token_ids,sad_token_ids,layer_index,layer,patch_site,patch_kind,baseline_happy_happy_score,baseline_happy_sad_score,baseline_sad_happy_score,baseline_sad_sad_score,baseline_happy_margin,baseline_sad_margin,patched_happy_target_happy_score,patched_happy_target_sad_score,patched_sad_target_happy_score,patched_sad_target_sad_score,patched_happy_target_margin,patched_sad_target_margin,happy_effect_toward_sad,sad_effect_toward_happy,counterfactual_effect,happy_direction,sad_direction,error
pair_0036,10,01,01,01,pair_0036_happy,pair_0036_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.43072509765625,-14.279913902282715,-18.52195167541504,-13.862289428710938,-4.150811195373535,-4.659662246704102,-18.29741859436035,-14.14836597442627,-18.65691566467285,-13.974299430847168,-4.149052619934082,-4.682616233825684,-0.001758575439453125,-0.02295398712158203,-0.012356281280517578,False,False,
pair_0037,10,01,02,01,pair_0037_happy,pair_0037_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.536893844604492,-14.135092735290527,-18.385366439819336,-13.990771293640137,-4.401801109313965,-4.394595146179199,-18.639423370361328,-14.11817741394043,-18.298664093017578,-14.00822925567627,-4.521245956420898,-4.290434837341309,0.1194448471069336,0.10416030883789062,0.11180257797241211,True,True,
pair_0038,10,02,01,01,pair_0038_happy,pair_0038_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.626100540161133,-14.971156120300293,-18.138322830200195,-15.568587303161621,-3.65494441986084,-2.569735527038574,-18.782922744750977,-15.195494651794434,-17.841018676757812,-15.177474975585938,-3.587428092956543,-2.663543701171875,-0.06751632690429688,-0.09380817413330078,-0.08066225051879883,False,False,
pair_0039,10,02,02,01,pair_0039_happy,pair_0039_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-17.940845489501953,-14.391155242919922,-18.010360717773438,-14.663244247436523,-3.5496902465820312,-3.347116470336914,-17.87895393371582,-14.412604331970215,-18.036849975585938,-14.600971221923828,-3.4663496017456055,-3.4358787536621094,-0.08334064483642578,-0.08876228332519531,-0.08605146408081055,False,False,
pair_0040,11,01,01,01,pair_0040_happy,pair_0040_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.623796463012695,-14.394556045532227,-18.4024658203125,-13.74590015411377,-4.229240417480469,-4.6565656661987305,-18.532331466674805,-14.0721435546875,-18.539159774780273,-14.106451034545898,-4.460187911987305,-4.432708740234375,0.23094749450683594,0.22385692596435547,0.2274022102355957,True,True,
pair_0041,11,01,02,01,pair_0041_happy,pair_0041_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.812341690063477,-14.09249210357666,-18.785491943359375,-13.815770149230957,-4.719849586486816,-4.969721794128418,-18.62929344177246,-13.874248504638672,-18.967041015625,-14.02023983001709,-4.755044937133789,-4.94680118560791,0.035195350646972656,0.022920608520507812,0.029057979583740234,True,True,
pair_0042,11,02,01,01,pair_0042_happy,pair_0042_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.23929214477539,-14.638985633850098,-17.918140411376953,-14.4312105178833,-3.600306510925293,-3.4869298934936523,-18.19727325439453,-14.498714447021484,-17.96476936340332,-14.568755149841309,-3.698558807373047,-3.3960142135620117,0.0982522964477539,0.09091567993164062,0.09458398818969727,True,True,
pair_0043,11,02,02,01,pair_0043_happy,pair_0043_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.15532684326172,-14.518304824829102,-17.905120849609375,-14.42210578918457,-3.637022018432617,-3.4830150604248047,-18.17019271850586,-14.505487442016602,-17.89012908935547,-14.434830665588379,-3.664705276489258,-3.45529842376709,0.027683258056640625,0.027716636657714844,0.027699947357177734,True,True,
pair_0044,12,01,01,01,pair_0044_happy,pair_0044_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.62382698059082,-13.893119812011719,-18.424034118652344,-13.92949390411377,-4.730707168579102,-4.494540214538574,-18.643680572509766,-13.806185722351074,-18.40130615234375,-14.020220756530762,-4.837494850158691,-4.381085395812988,0.10678768157958984,0.11345481872558594,0.11012125015258789,True,True,
pair_0045,12,01,02,01,pair_0045_happy,pair_0045_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.557336807250977,-14.15941333770752,-18.611474990844727,-14.103328704833984,-4.397923469543457,-4.508146286010742,-18.65456199645996,-14.197492599487305,-18.50545883178711,-14.061819076538086,-4.457069396972656,-4.443639755249023,0.05914592742919922,0.06450653076171875,0.061826229095458984,True,True,
pair_0046,12,02,01,01,pair_0046_happy,pair_0046_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.1330623626709,-14.706695556640625,-18.050931930541992,-14.204154014587402,-3.4263668060302734,-3.84677791595459,-18.12424659729004,-14.66356086730957,-18.053979873657227,-14.236270904541016,-3.4606857299804688,-3.817708969116211,0.03431892395019531,0.029068946838378906,0.03169393539428711,True,True,
pair_0047,12,02,02,01,pair_0047_happy,pair_0047_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.207361221313477,-14.713201522827148,-18.167673110961914,-14.448575019836426,-3.494159698486328,-3.7190980911254883,-17.974464416503906,-14.655799865722656,-18.408771514892578,-14.51186466217041,-3.31866455078125,-3.896906852722168,-0.17549514770507812,-0.1778087615966797,-0.1766519546508789,False,False,
pair_0048,13,01,01,01,pair_0048_happy,pair_0048_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.664913177490234,-14.320459365844727,-18.376577377319336,-13.990562438964844,-4.344453811645508,-4.386014938354492,-18.46137809753418,-14.153155326843262,-18.554317474365234,-14.131022453308105,-4.308222770690918,-4.423295021057129,-0.036231040954589844,-0.03728008270263672,-0.03675556182861328,False,False,
pair_0049,13,01,02,01,pair_0049_happy,pair_0049_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,audio_tokens,-18.525012969970703,-14.230103492736816,-18.583324432373047,-14.079850196838379,-4.294909477233887,-4.503474235534668,-18.76070785522461,-14.352710723876953,-18.37306785583496,-13.969392776489258,-4.407997131347656,-4.403675079345703,0.11308765411376953,0.09979915618896484,0.10644340515136719,True,True,
