pair_id,actor,statement,repetition,intensity,happy_sample_id,sad_sample_id,condition_id,prompt,happy_verbalizer,sad_verbalizer,happy_token_ids,sad_token_ids,layer_index,layer,patch_site,patch_kind,baseline_happy_happy_score,baseline_happy_sad_score,baseline_sad_happy_score,baseline_sad_sad_score,baseline_happy_margin,baseline_sad_margin,patched_happy_target_happy_score,patched_happy_target_sad_score,patched_sad_target_happy_score,patched_sad_target_sad_score,patched_happy_target_margin,patched_sad_target_margin,happy_effect_toward_sad,sad_effect_toward_happy,counterfactual_effect,happy_direction,sad_direction,error
pair_0019,05,02,02,01,pair_0019_happy,pair_0019_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.17727279663086,-40.89159393310547,-33.313140869140625,-40.64369201660156,7.714321136474609,7.3305511474609375,-33.063812255859375,-40.80992889404297,-33.386451721191406,-40.69576644897461,7.746116638183594,7.309314727783203,-0.031795501708984375,-0.021236419677734375,-0.026515960693359375,False,False,
pair_0020,06,01,01,01,pair_0020_happy,pair_0020_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.93659210205078,-40.262325286865234,-32.96112060546875,-40.28034591674805,7.325733184814453,7.319225311279297,-32.908042907714844,-40.223419189453125,-32.97775650024414,-40.30402374267578,7.315376281738281,7.326267242431641,0.010356903076171875,0.00704193115234375,0.008699417114257812,True,True,
pair_0021,06,01,02,01,pair_0021_happy,pair_0021_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.943870544433594,-40.37804412841797,-32.90716552734375,-40.65447235107422,7.434173583984375,7.747306823730469,-32.949432373046875,-40.77080535888672,-32.898468017578125,-40.269073486328125,7.821372985839844,7.37060546875,-0.38719940185546875,-0.37670135498046875,-0.38195037841796875,False,False,
pair_0022,06,02,01,01,pair_0022_happy,pair_0022_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.460514068603516,-41.10554504394531,-33.11227798461914,-40.92157745361328,7.645030975341797,7.809299468994141,-33.34266662597656,-40.90013885498047,-33.215576171875,-41.14487075805664,7.557472229003906,7.929294586181641,0.08755874633789062,0.1199951171875,0.10377693176269531,True,True,
pair_0023,06,02,02,01,pair_0023_happy,pair_0023_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.388221740722656,-41.36200714111328,-33.26945495605469,-41.31072235107422,7.973785400390625,8.041267395019531,-33.373741149902344,-41.34241485595703,-33.28610610961914,-41.34066390991211,7.9686737060546875,8.054557800292969,0.0051116943359375,0.0132904052734375,0.0092010498046875,True,True,
pair_0024,07,01,01,01,pair_0024_happy,pair_0024_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.8228759765625,-40.531822204589844,-33.00188446044922,-40.5400390625,7.708946228027344,7.538154602050781,-32.90061950683594,-40.784751892089844,-32.9207763671875,-40.315879821777344,7.884132385253906,7.395103454589844,-0.1751861572265625,-0.1430511474609375,-0.15911865234375,False,False,
pair_0025,07,01,02,01,pair_0025_happy,pair_0025_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.9761848449707,-39.93648910522461,-32.880836486816406,-40.105735778808594,6.960304260253906,7.2248992919921875,-32.901344299316406,-40.47345733642578,-32.96177291870117,-39.59806823730469,7.572113037109375,6.636295318603516,-0.6118087768554688,-0.5886039733886719,-0.6002063751220703,False,False,
pair_0026,07,02,01,01,pair_0026_happy,pair_0026_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.22462463378906,-40.85307312011719,-33.27455520629883,-41.208255767822266,7.628448486328125,7.9337005615234375,-33.2191162109375,-40.85562515258789,-33.27268600463867,-41.21483612060547,7.636508941650391,7.942150115966797,-0.008060455322265625,0.008449554443359375,0.000194549560546875,False,True,
pair_0027,07,02,02,01,pair_0027_happy,pair_0027_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.22462463378906,-40.85307312011719,-33.074249267578125,-40.69562530517578,7.628448486328125,7.621376037597656,-33.24095153808594,-40.59702682495117,-33.0247917175293,-41.00988006591797,7.356075286865234,7.985088348388672,0.2723731994628906,0.3637123107910156,0.3180427551269531,True,True,
pair_0028,08,01,01,01,pair_0028_happy,pair_0028_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.84352111816406,-40.87052536010742,-32.99875259399414,-40.19209289550781,8.02700424194336,7.193340301513672,-32.844932556152344,-40.359153747558594,-32.99977111816406,-40.79403305053711,7.51422119140625,7.794261932373047,0.5127830505371094,0.600921630859375,0.5568523406982422,True,True,
pair_0029,08,01,02,01,pair_0029_happy,pair_0029_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.813419342041016,-40.48582458496094,-31.81317901611328,-40.74665069580078,7.672405242919922,8.9334716796875,-32.483070373535156,-41.071712493896484,-32.18817138671875,-40.223045349121094,8.588642120361328,8.034873962402344,-0.9162368774414062,-0.8985977172851562,-0.9074172973632812,False,False,
pair_0030,08,02,01,01,pair_0030_happy,pair_0030_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.29847717285156,-40.283477783203125,-32.69920349121094,-42.30854415893555,6.9850006103515625,9.60934066772461,-33.19127655029297,-41.368560791015625,-32.93238067626953,-40.928802490234375,8.177284240722656,7.996421813964844,-1.1922836303710938,-1.6129188537597656,-1.4026012420654297,False,False,
pair_0031,08,02,02,01,pair_0031_happy,pair_0031_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.37982177734375,-40.7568359375,-33.26905059814453,-40.49513244628906,7.37701416015625,7.226081848144531,-33.40721130371094,-40.439517974853516,-33.21525192260742,-40.62123107910156,7.032306671142578,7.405979156494141,0.3447074890136719,0.17989730834960938,0.2623023986816406,True,True,
pair_0032,09,01,01,01,pair_0032_happy,pair_0032_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.729461669921875,-40.954811096191406,-32.50407409667969,-39.84821319580078,8.225349426269531,7.344139099121094,-32.82734298706055,-40.36027908325195,-32.41285705566406,-40.388031005859375,7.532936096191406,7.9751739501953125,0.692413330078125,0.6310348510742188,0.6617240905761719,True,True,
pair_0033,09,01,02,01,pair_0033_happy,pair_0033_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.41819763183594,-41.43172836303711,-32.3071174621582,-40.70934295654297,9.013530731201172,8.402225494384766,-32.552024841308594,-41.292816162109375,-32.18999481201172,-41.052268981933594,8.740791320800781,8.862274169921875,0.2727394104003906,0.4600486755371094,0.36639404296875,True,True,
pair_0034,09,02,01,01,pair_0034_happy,pair_0034_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.84454345703125,-40.36152267456055,-32.80069351196289,-41.139930725097656,7.516979217529297,8.339237213134766,-32.85845184326172,-40.81067657470703,-32.76892852783203,-40.65116500854492,7.9522247314453125,7.882236480712891,-0.4352455139160156,-0.457000732421875,-0.4461231231689453,False,False,
pair_0035,09,02,02,01,pair_0035_happy,pair_0035_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.14391326904297,-41.451942443847656,-33.04698944091797,-41.80598449707031,8.308029174804688,8.758995056152344,-33.17113494873047,-41.387203216552734,-33.020076751708984,-41.832664489746094,8.216068267822266,8.81258773803711,0.09196090698242188,0.053592681884765625,0.07277679443359375,True,True,
pair_0036,10,01,01,01,pair_0036_happy,pair_0036_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.00770568847656,-40.52838897705078,-32.91501998901367,-39.869049072265625,7.520683288574219,6.954029083251953,-32.995361328125,-40.3514289855957,-32.916561126708984,-39.976837158203125,7.356067657470703,7.060276031494141,0.16461563110351562,0.1062469482421875,0.13543128967285156,True,True,
pair_0037,10,01,02,01,pair_0037_happy,pair_0037_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.8964958190918,-40.39769744873047,-33.19541549682617,-40.359249114990234,7.501201629638672,7.1638336181640625,-33.04970932006836,-40.42164993286133,-33.02913284301758,-40.31446838378906,7.371940612792969,7.285335540771484,0.12926101684570312,0.12150192260742188,0.1253814697265625,True,True,
pair_0038,10,02,01,01,pair_0038_happy,pair_0038_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.263397216796875,-42.730247497558594,-33.564453125,-40.99468231201172,9.466850280761719,7.430229187011719,-33.244083404541016,-42.447898864746094,-33.50273132324219,-41.042362213134766,9.203815460205078,7.539630889892578,0.2630348205566406,0.10940170288085938,0.18621826171875,True,True,
pair_0039,10,02,02,01,pair_0039_happy,pair_0039_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.24170684814453,-40.9087028503418,-33.1529655456543,-40.888458251953125,7.666996002197266,7.735492706298828,-33.38500213623047,-40.832908630371094,-33.016754150390625,-41.005027770996094,7.447906494140625,7.988273620605469,0.21908950805664062,0.2527809143066406,0.23593521118164062,True,True,
pair_0040,11,01,01,01,pair_0040_happy,pair_0040_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.14476013183594,-40.51000213623047,-32.63164138793945,-40.654747009277344,7.365242004394531,8.02310562133789,-32.82191848754883,-40.550418853759766,-32.962215423583984,-40.60928726196289,7.7285003662109375,7.647071838378906,-0.36325836181640625,-0.3760337829589844,-0.3696460723876953,False,False,
pair_0041,11,01,02,01,pair_0041_happy,pair_0041_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.93696975708008,-40.643882751464844,-32.833377838134766,-39.93268966674805,7.706912994384766,7.099311828613281,-32.941078186035156,-40.330692291259766,-32.82166290283203,-40.21284866333008,7.389614105224609,7.391185760498047,0.31729888916015625,0.2918739318847656,0.30458641052246094,True,True,
pair_0042,11,02,01,01,pair_0042_happy,pair_0042_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.081329345703125,-41.28924560546875,-33.22624206542969,-41.078041076660156,8.207916259765625,7.851799011230469,-33.122642517089844,-41.19047546386719,-33.19801330566406,-41.16084289550781,8.067832946777344,7.96282958984375,0.14008331298828125,0.11103057861328125,0.12555694580078125,True,True,
pair_0043,11,02,02,01,pair_0043_happy,pair_0043_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.1743278503418,-40.989501953125,-33.44192886352539,-40.541473388671875,7.815174102783203,7.099544525146484,-33.27082061767578,-41.11190414428711,-33.32866668701172,-40.343421936035156,7.841083526611328,7.0147552490234375,-0.025909423828125,-0.08478927612304688,-0.05534934997558594,False,False,
pair_0044,12,01,01,01,pair_0044_happy,pair_0044_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.814842224121094,-40.25271224975586,-32.80720901489258,-40.12078857421875,7.437870025634766,7.313579559326172,-32.79985427856445,-40.07713317871094,-32.814666748046875,-40.27834701538086,7.277278900146484,7.463680267333984,0.16059112548828125,0.1501007080078125,0.15534591674804688,True,True,
pair_0045,12,01,02,01,pair_0045_happy,pair_0045_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-32.80457305908203,-40.240299224853516,-32.94475173950195,-40.5472526550293,7.435726165771484,7.602500915527344,-32.818397521972656,-40.4451904296875,-32.947288513183594,-40.35411071777344,7.626792907714844,7.406822204589844,-0.19106674194335938,-0.1956787109375,-0.1933727264404297,False,False,
pair_0046,12,02,01,01,pair_0046_happy,pair_0046_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.33979034423828,-41.25920867919922,-33.32600402832031,-41.243675231933594,7.9194183349609375,7.917671203613281,-33.38438415527344,-40.784507751464844,-33.280582427978516,-41.7152214050293,7.400123596191406,8.434638977050781,0.5192947387695312,0.5169677734375,0.5181312561035156,True,True,
pair_0047,12,02,02,01,pair_0047_happy,pair_0047_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.263919830322266,-41.459903717041016,-33.163185119628906,-41.318023681640625,8.19598388671875,8.154838562011719,-33.27903747558594,-41.02698516845703,-33.13071060180664,-41.75046157836914,7.747947692871094,8.6197509765625,0.44803619384765625,0.46491241455078125,0.45647430419921875,True,True,
pair_0048,13,01,01,01,pair_0048_happy,pair_0048_sad,upper_prompt__upper_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., HAPPY, SAD,"[86777, 56]","[328, 1808]",14,layer_14,post_decoder_block_output,audio_tokens,-33.161094665527344,-40.57460403442383,-32.884586334228516,-40.688262939453125,7.413509368896484,7.803676605224609,-33.06880187988281,-40.56719970703125,-32.96393585205078,-40.69940948486328,7.4983978271484375,7.7354736328125,-0.08488845825195312,-0.06820297241210938,-0.07654571533203125,False,False,
