control,seed,pair_id,actor,statement,repetition,intensity,condition_id,prompt,happy_verbalizer,sad_verbalizer,happy_token_ids,sad_token_ids,layer_index,layer,patch_site,happy_sample_id,sad_sample_id,happy_target_donor_sample_id,happy_target_donor_emotion,happy_target_donor_actor,happy_donor_same_emotion,happy_donor_same_actor,happy_donor_same_content,happy_donor_is_matched_counterpart,sad_target_donor_sample_id,sad_target_donor_emotion,sad_target_donor_actor,sad_donor_same_emotion,sad_donor_same_actor,sad_donor_same_content,sad_donor_is_matched_counterpart,baseline_happy_margin,baseline_sad_margin,patched_happy_target_margin,patched_sad_target_margin,happy_donor_aligned_effect,sad_donor_aligned_effect,counterfactual_effect,happy_direction,sad_direction,error
matched_swap,1234,pair_0011,03,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0011_happy,pair_0011_sad,pair_0011_sad,sad,03,False,True,True,True,pair_0011_happy,happy,03,False,True,True,True,-3.524911880493164,-3.3314523696899414,-3.48067569732666,-3.374199867248535,-0.044236183166503906,-0.04274749755859375,-0.04349184036254883,False,False,
matched_swap,1234,pair_0012,04,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0012_happy,pair_0012_sad,pair_0012_sad,sad,04,False,True,True,True,pair_0012_happy,happy,04,False,True,True,True,-4.6027326583862305,-4.866767883300781,-4.951053619384766,-4.516712188720703,0.34832096099853516,0.3500556945800781,0.34918832778930664,True,True,
matched_swap,1234,pair_0013,04,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0013_happy,pair_0013_sad,pair_0013_sad,sad,04,False,True,True,True,pair_0013_happy,happy,04,False,True,True,True,-4.569597244262695,-4.604328155517578,-4.60883903503418,-4.562914848327637,0.039241790771484375,0.041413307189941406,0.04032754898071289,True,True,
matched_swap,1234,pair_0014,04,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0014_happy,pair_0014_sad,pair_0014_sad,sad,04,False,True,True,True,pair_0014_happy,happy,04,False,True,True,True,-3.6035594940185547,-3.5703697204589844,-3.616016387939453,-3.5680065155029297,0.012456893920898438,0.0023632049560546875,0.0074100494384765625,True,True,
matched_swap,1234,pair_0015,04,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0015_happy,pair_0015_sad,pair_0015_sad,sad,04,False,True,True,True,pair_0015_happy,happy,04,False,True,True,True,-3.383669853210449,-3.80855655670166,-3.487481117248535,-3.6940908432006836,0.10381126403808594,0.11446571350097656,0.10913848876953125,True,True,
matched_swap,1234,pair_0016,05,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0016_happy,pair_0016_sad,pair_0016_sad,sad,05,False,True,True,True,pair_0016_happy,happy,05,False,True,True,True,-4.5573835372924805,-4.196688652038574,-4.4292097091674805,-4.309435844421387,-0.128173828125,-0.1127471923828125,-0.12046051025390625,False,False,
matched_swap,1234,pair_0017,05,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0017_happy,pair_0017_sad,pair_0017_sad,sad,05,False,True,True,True,pair_0017_happy,happy,05,False,True,True,True,-4.383172035217285,-4.5589799880981445,-4.506051063537598,-4.452826499938965,0.1228790283203125,0.10615348815917969,0.1145162582397461,True,True,
matched_swap,1234,pair_0018,05,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0018_happy,pair_0018_sad,pair_0018_sad,sad,05,False,True,True,True,pair_0018_happy,happy,05,False,True,True,True,-3.2867136001586914,-3.4811248779296875,-3.225846290588379,-3.537562370300293,-0.0608673095703125,-0.05643749237060547,-0.058652400970458984,False,False,
matched_swap,1234,pair_0019,05,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0019_happy,pair_0019_sad,pair_0019_sad,sad,05,False,True,True,True,pair_0019_happy,happy,05,False,True,True,True,-3.475558280944824,-3.286846160888672,-3.442636489868164,-3.3282546997070312,-0.032921791076660156,-0.041408538818359375,-0.037165164947509766,False,False,
matched_swap,1234,pair_0020,06,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0020_happy,pair_0020_sad,pair_0020_sad,sad,06,False,True,True,True,pair_0020_happy,happy,06,False,True,True,True,-4.214661598205566,-4.5241289138793945,-4.394186973571777,-4.343969345092773,0.17952537536621094,0.1801595687866211,0.17984247207641602,True,True,
matched_swap,1234,pair_0021,06,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0021_happy,pair_0021_sad,pair_0021_sad,sad,06,False,True,True,True,pair_0021_happy,happy,06,False,True,True,True,-4.2559919357299805,-4.614294052124023,-4.388505935668945,-4.495264053344727,0.13251399993896484,0.11902999877929688,0.12577199935913086,True,True,
matched_swap,1234,pair_0022,06,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0022_happy,pair_0022_sad,pair_0022_sad,sad,06,False,True,True,True,pair_0022_happy,happy,06,False,True,True,True,-3.602151870727539,-3.465041160583496,-3.709059715270996,-3.354097366333008,0.10690784454345703,0.11094379425048828,0.10892581939697266,True,True,
matched_swap,1234,pair_0023,06,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0023_happy,pair_0023_sad,pair_0023_sad,sad,06,False,True,True,True,pair_0023_happy,happy,06,False,True,True,True,-3.457305908203125,-3.655160903930664,-3.5323591232299805,-3.580357551574707,0.07505321502685547,0.07480335235595703,0.07492828369140625,True,True,
matched_swap,1234,pair_0024,07,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0024_happy,pair_0024_sad,pair_0024_sad,sad,07,False,True,True,True,pair_0024_happy,happy,07,False,True,True,True,-4.38469123840332,-4.1672258377075195,-4.240897178649902,-4.296700477600098,-0.14379405975341797,-0.12947463989257812,-0.13663434982299805,False,False,
matched_swap,1234,pair_0025,07,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0025_happy,pair_0025_sad,pair_0025_sad,sad,07,False,True,True,True,pair_0025_happy,happy,07,False,True,True,True,-4.604071617126465,-4.6965484619140625,-4.625940322875977,-4.665757179260254,0.02186870574951172,0.030791282653808594,0.026329994201660156,True,True,
matched_swap,1234,pair_0026,07,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0026_happy,pair_0026_sad,pair_0026_sad,sad,07,False,True,True,True,pair_0026_happy,happy,07,False,True,True,True,-3.7800464630126953,-3.6308650970458984,-3.708968162536621,-3.6996641159057617,-0.07107830047607422,-0.06879901885986328,-0.06993865966796875,False,False,
matched_swap,1234,pair_0027,07,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0027_happy,pair_0027_sad,pair_0027_sad,sad,07,False,True,True,True,pair_0027_happy,happy,07,False,True,True,True,-3.7800464630126953,-3.56951904296875,-3.7281761169433594,-3.6101341247558594,-0.05187034606933594,-0.040615081787109375,-0.046242713928222656,False,False,
matched_swap,1234,pair_0028,08,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0028_happy,pair_0028_sad,pair_0028_sad,sad,08,False,True,True,True,pair_0028_happy,happy,08,False,True,True,True,-3.8731651306152344,-5.036445617675781,-4.274130821228027,-4.652109146118164,0.40096569061279297,0.3843364715576172,0.3926510810852051,True,True,
matched_swap,1234,pair_0029,08,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0029_happy,pair_0029_sad,pair_0029_sad,sad,08,False,True,True,True,pair_0029_happy,happy,08,False,True,True,True,-4.5249738693237305,-4.290688514709473,-4.657523155212402,-4.241664886474609,0.13254928588867188,0.04902362823486328,0.09078645706176758,True,True,
matched_swap,1234,pair_0030,08,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0030_happy,pair_0030_sad,pair_0030_sad,sad,08,False,True,True,True,pair_0030_happy,happy,08,False,True,True,True,-3.8950271606445312,-2.6575613021850586,-3.2109622955322266,-3.4580183029174805,-0.6840648651123047,-0.8004570007324219,-0.7422609329223633,False,False,
matched_swap,1234,pair_0031,08,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0031_happy,pair_0031_sad,pair_0031_sad,sad,08,False,True,True,True,pair_0031_happy,happy,08,False,True,True,True,-3.81231689453125,-3.27207088470459,-3.660245895385742,-3.5574302673339844,-0.1520709991455078,-0.28535938262939453,-0.21871519088745117,False,False,
matched_swap,1234,pair_0032,09,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0032_happy,pair_0032_sad,pair_0032_sad,sad,09,False,True,True,True,pair_0032_happy,happy,09,False,True,True,True,-4.663876533508301,-4.71025276184082,-4.669347763061523,-4.698346138000488,0.005471229553222656,0.011906623840332031,0.008688926696777344,True,True,
matched_swap,1234,pair_0033,09,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0033_happy,pair_0033_sad,pair_0033_sad,sad,09,False,True,True,True,pair_0033_happy,happy,09,False,True,True,True,-5.0577802658081055,-4.2751359939575195,-5.07000732421875,-4.174041748046875,0.012227058410644531,0.10109424591064453,0.05666065216064453,True,True,
matched_swap,1234,pair_0034,09,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0034_happy,pair_0034_sad,pair_0034_sad,sad,09,False,True,True,True,pair_0034_happy,happy,09,False,True,True,True,-3.9641199111938477,-3.9166269302368164,-3.953336715698242,-3.891468048095703,-0.010783195495605469,0.02515888214111328,0.007187843322753906,False,True,
matched_swap,1234,pair_0035,09,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0035_happy,pair_0035_sad,pair_0035_sad,sad,09,False,True,True,True,pair_0035_happy,happy,09,False,True,True,True,-3.5423583984375,-4.284259796142578,-3.9380578994750977,-3.891047477722168,0.39569950103759766,0.39321231842041016,0.3944559097290039,True,True,
matched_swap,1234,pair_0036,10,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0036_happy,pair_0036_sad,pair_0036_sad,sad,10,False,True,True,True,pair_0036_happy,happy,10,False,True,True,True,-4.150811195373535,-4.659662246704102,-4.149052619934082,-4.682616233825684,-0.001758575439453125,-0.02295398712158203,-0.012356281280517578,False,False,
matched_swap,1234,pair_0037,10,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0037_happy,pair_0037_sad,pair_0037_sad,sad,10,False,True,True,True,pair_0037_happy,happy,10,False,True,True,True,-4.401801109313965,-4.394595146179199,-4.521245956420898,-4.290434837341309,0.1194448471069336,0.10416030883789062,0.11180257797241211,True,True,
matched_swap,1234,pair_0038,10,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0038_happy,pair_0038_sad,pair_0038_sad,sad,10,False,True,True,True,pair_0038_happy,happy,10,False,True,True,True,-3.65494441986084,-2.569735527038574,-3.587428092956543,-2.663543701171875,-0.06751632690429688,-0.09380817413330078,-0.08066225051879883,False,False,
matched_swap,1234,pair_0039,10,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0039_happy,pair_0039_sad,pair_0039_sad,sad,10,False,True,True,True,pair_0039_happy,happy,10,False,True,True,True,-3.5496902465820312,-3.347116470336914,-3.4663496017456055,-3.4358787536621094,-0.08334064483642578,-0.08876228332519531,-0.08605146408081055,False,False,
matched_swap,1234,pair_0040,11,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0040_happy,pair_0040_sad,pair_0040_sad,sad,11,False,True,True,True,pair_0040_happy,happy,11,False,True,True,True,-4.229240417480469,-4.6565656661987305,-4.460187911987305,-4.432708740234375,0.23094749450683594,0.22385692596435547,0.2274022102355957,True,True,
matched_swap,1234,pair_0041,11,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0041_happy,pair_0041_sad,pair_0041_sad,sad,11,False,True,True,True,pair_0041_happy,happy,11,False,True,True,True,-4.719849586486816,-4.969721794128418,-4.755044937133789,-4.94680118560791,0.035195350646972656,0.022920608520507812,0.029057979583740234,True,True,
matched_swap,1234,pair_0042,11,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0042_happy,pair_0042_sad,pair_0042_sad,sad,11,False,True,True,True,pair_0042_happy,happy,11,False,True,True,True,-3.600306510925293,-3.4869298934936523,-3.698558807373047,-3.3960142135620117,0.0982522964477539,0.09091567993164062,0.09458398818969727,True,True,
matched_swap,1234,pair_0043,11,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0043_happy,pair_0043_sad,pair_0043_sad,sad,11,False,True,True,True,pair_0043_happy,happy,11,False,True,True,True,-3.637022018432617,-3.4830150604248047,-3.664705276489258,-3.45529842376709,0.027683258056640625,0.027716636657714844,0.027699947357177734,True,True,
matched_swap,1234,pair_0044,12,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0044_happy,pair_0044_sad,pair_0044_sad,sad,12,False,True,True,True,pair_0044_happy,happy,12,False,True,True,True,-4.730707168579102,-4.494540214538574,-4.837494850158691,-4.381085395812988,0.10678768157958984,0.11345481872558594,0.11012125015258789,True,True,
matched_swap,1234,pair_0045,12,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0045_happy,pair_0045_sad,pair_0045_sad,sad,12,False,True,True,True,pair_0045_happy,happy,12,False,True,True,True,-4.397923469543457,-4.508146286010742,-4.457069396972656,-4.443639755249023,0.05914592742919922,0.06450653076171875,0.061826229095458984,True,True,
matched_swap,1234,pair_0046,12,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0046_happy,pair_0046_sad,pair_0046_sad,sad,12,False,True,True,True,pair_0046_happy,happy,12,False,True,True,True,-3.4263668060302734,-3.84677791595459,-3.4606857299804688,-3.817708969116211,0.03431892395019531,0.029068946838378906,0.03169393539428711,True,True,
matched_swap,1234,pair_0047,12,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0047_happy,pair_0047_sad,pair_0047_sad,sad,12,False,True,True,True,pair_0047_happy,happy,12,False,True,True,True,-3.494159698486328,-3.7190980911254883,-3.31866455078125,-3.896906852722168,-0.17549514770507812,-0.1778087615966797,-0.1766519546508789,False,False,
matched_swap,1234,pair_0048,13,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0048_happy,pair_0048_sad,pair_0048_sad,sad,13,False,True,True,True,pair_0048_happy,happy,13,False,True,True,True,-4.344453811645508,-4.386014938354492,-4.308222770690918,-4.423295021057129,-0.036231040954589844,-0.03728008270263672,-0.03675556182861328,False,False,
matched_swap,1234,pair_0049,13,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0049_happy,pair_0049_sad,pair_0049_sad,sad,13,False,True,True,True,pair_0049_happy,happy,13,False,True,True,True,-4.294909477233887,-4.503474235534668,-4.407997131347656,-4.403675079345703,0.11308765411376953,0.09979915618896484,0.10644340515136719,True,True,
matched_swap,1234,pair_0050,13,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0050_happy,pair_0050_sad,pair_0050_sad,sad,13,False,True,True,True,pair_0050_happy,happy,13,False,True,True,True,-3.1873741149902344,-3.329622268676758,-3.165255546569824,-3.3485107421875,-0.022118568420410156,-0.018888473510742188,-0.020503520965576172,False,False,
matched_swap,1234,pair_0051,13,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0051_happy,pair_0051_sad,pair_0051_sad,sad,13,False,True,True,True,pair_0051_happy,happy,13,False,True,True,True,-3.448737144470215,-3.2778377532958984,-3.4490041732788086,-3.2824459075927734,0.00026702880859375,-0.004608154296875,-0.002170562744140625,True,False,
matched_swap,1234,pair_0052,14,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0052_happy,pair_0052_sad,pair_0052_sad,sad,14,False,True,True,True,pair_0052_happy,happy,14,False,True,True,True,-4.171523094177246,-4.786409378051758,-4.161252975463867,-4.817412376403809,-0.010270118713378906,-0.03100299835205078,-0.020636558532714844,False,False,
matched_swap,1234,pair_0053,14,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0053_happy,pair_0053_sad,pair_0053_sad,sad,14,False,True,True,True,pair_0053_happy,happy,14,False,True,True,True,-4.1120500564575195,-4.676095962524414,-4.207486152648926,-4.5697221755981445,0.09543609619140625,0.10637378692626953,0.10090494155883789,True,True,
matched_swap,1234,pair_0054,14,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0054_happy,pair_0054_sad,pair_0054_sad,sad,14,False,True,True,True,pair_0054_happy,happy,14,False,True,True,True,-3.5748939514160156,-3.7688846588134766,-3.6117029190063477,-3.749420166015625,0.03680896759033203,0.019464492797851562,0.028136730194091797,True,True,
