control,seed,target_sample_id,target_emotion,target_actor,target_statement,target_repetition,target_intensity,donor_sample_id,donor_emotion,donor_actor,donor_statement,donor_repetition,donor_intensity,donor_same_emotion,donor_same_actor,donor_same_content,donor_is_matched_counterpart
matched_swap,1234,pair_0031_happy,happy,08,02,02,01,pair_0031_sad,sad,08,02,02,01,False,True,True,True
matched_swap,1234,pair_0031_sad,sad,08,02,02,01,pair_0031_happy,happy,08,02,02,01,False,True,True,True
matched_swap,1234,pair_0032_happy,happy,09,01,01,01,pair_0032_sad,sad,09,01,01,01,False,True,True,True
matched_swap,1234,pair_0032_sad,sad,09,01,01,01,pair_0032_happy,happy,09,01,01,01,False,True,True,True
matched_swap,1234,pair_0033_happy,happy,09,01,02,01,pair_0033_sad,sad,09,01,02,01,False,True,True,True
matched_swap,1234,pair_0033_sad,sad,09,01,02,01,pair_0033_happy,happy,09,01,02,01,False,True,True,True
matched_swap,1234,pair_0034_happy,happy,09,02,01,01,pair_0034_sad,sad,09,02,01,01,False,True,True,True
matched_swap,1234,pair_0034_sad,sad,09,02,01,01,pair_0034_happy,happy,09,02,01,01,False,True,True,True
matched_swap,1234,pair_0035_happy,happy,09,02,02,01,pair_0035_sad,sad,09,02,02,01,False,True,True,True
matched_swap,1234,pair_0035_sad,sad,09,02,02,01,pair_0035_happy,happy,09,02,02,01,False,True,True,True
matched_swap,1234,pair_0036_happy,happy,10,01,01,01,pair_0036_sad,sad,10,01,01,01,False,True,True,True
matched_swap,1234,pair_0036_sad,sad,10,01,01,01,pair_0036_happy,happy,10,01,01,01,False,True,True,True
matched_swap,1234,pair_0037_happy,happy,10,01,02,01,pair_0037_sad,sad,10,01,02,01,False,True,True,True
matched_swap,1234,pair_0037_sad,sad,10,01,02,01,pair_0037_happy,happy,10,01,02,01,False,True,True,True
matched_swap,1234,pair_0038_happy,happy,10,02,01,01,pair_0038_sad,sad,10,02,01,01,False,True,True,True
matched_swap,1234,pair_0038_sad,sad,10,02,01,01,pair_0038_happy,happy,10,02,01,01,False,True,True,True
matched_swap,1234,pair_0039_happy,happy,10,02,02,01,pair_0039_sad,sad,10,02,02,01,False,True,True,True
matched_swap,1234,pair_0039_sad,sad,10,02,02,01,pair_0039_happy,happy,10,02,02,01,False,True,True,True
matched_swap,1234,pair_0040_happy,happy,11,01,01,01,pair_0040_sad,sad,11,01,01,01,False,True,True,True
matched_swap,1234,pair_0040_sad,sad,11,01,01,01,pair_0040_happy,happy,11,01,01,01,False,True,True,True
matched_swap,1234,pair_0041_happy,happy,11,01,02,01,pair_0041_sad,sad,11,01,02,01,False,True,True,True
matched_swap,1234,pair_0041_sad,sad,11,01,02,01,pair_0041_happy,happy,11,01,02,01,False,True,True,True
matched_swap,1234,pair_0042_happy,happy,11,02,01,01,pair_0042_sad,sad,11,02,01,01,False,True,True,True
matched_swap,1234,pair_0042_sad,sad,11,02,01,01,pair_0042_happy,happy,11,02,01,01,False,True,True,True
matched_swap,1234,pair_0043_happy,happy,11,02,02,01,pair_0043_sad,sad,11,02,02,01,False,True,True,True
matched_swap,1234,pair_0043_sad,sad,11,02,02,01,pair_0043_happy,happy,11,02,02,01,False,True,True,True
matched_swap,1234,pair_0044_happy,happy,12,01,01,01,pair_0044_sad,sad,12,01,01,01,False,True,True,True
matched_swap,1234,pair_0044_sad,sad,12,01,01,01,pair_0044_happy,happy,12,01,01,01,False,True,True,True
matched_swap,1234,pair_0045_happy,happy,12,01,02,01,pair_0045_sad,sad,12,01,02,01,False,True,True,True
matched_swap,1234,pair_0045_sad,sad,12,01,02,01,pair_0045_happy,happy,12,01,02,01,False,True,True,True
matched_swap,1234,pair_0046_happy,happy,12,02,01,01,pair_0046_sad,sad,12,02,01,01,False,True,True,True
matched_swap,1234,pair_0046_sad,sad,12,02,01,01,pair_0046_happy,happy,12,02,01,01,False,True,True,True
matched_swap,1234,pair_0047_happy,happy,12,02,02,01,pair_0047_sad,sad,12,02,02,01,False,True,True,True
matched_swap,1234,pair_0047_sad,sad,12,02,02,01,pair_0047_happy,happy,12,02,02,01,False,True,True,True
matched_swap,1234,pair_0048_happy,happy,13,01,01,01,pair_0048_sad,sad,13,01,01,01,False,True,True,True
matched_swap,1234,pair_0048_sad,sad,13,01,01,01,pair_0048_happy,happy,13,01,01,01,False,True,True,True
matched_swap,1234,pair_0049_happy,happy,13,01,02,01,pair_0049_sad,sad,13,01,02,01,False,True,True,True
matched_swap,1234,pair_0049_sad,sad,13,01,02,01,pair_0049_happy,happy,13,01,02,01,False,True,True,True
matched_swap,1234,pair_0050_happy,happy,13,02,01,01,pair_0050_sad,sad,13,02,01,01,False,True,True,True
matched_swap,1234,pair_0050_sad,sad,13,02,01,01,pair_0050_happy,happy,13,02,01,01,False,True,True,True
matched_swap,1234,pair_0051_happy,happy,13,02,02,01,pair_0051_sad,sad,13,02,02,01,False,True,True,True
matched_swap,1234,pair_0051_sad,sad,13,02,02,01,pair_0051_happy,happy,13,02,02,01,False,True,True,True
matched_swap,1234,pair_0052_happy,happy,14,01,01,01,pair_0052_sad,sad,14,01,01,01,False,True,True,True
matched_swap,1234,pair_0052_sad,sad,14,01,01,01,pair_0052_happy,happy,14,01,01,01,False,True,True,True
matched_swap,1234,pair_0053_happy,happy,14,01,02,01,pair_0053_sad,sad,14,01,02,01,False,True,True,True
matched_swap,1234,pair_0053_sad,sad,14,01,02,01,pair_0053_happy,happy,14,01,02,01,False,True,True,True
matched_swap,1234,pair_0054_happy,happy,14,02,01,01,pair_0054_sad,sad,14,02,01,01,False,True,True,True
matched_swap,1234,pair_0054_sad,sad,14,02,01,01,pair_0054_happy,happy,14,02,01,01,False,True,True,True
matched_swap,1234,pair_0055_happy,happy,14,02,02,01,pair_0055_sad,sad,14,02,02,01,False,True,True,True
matched_swap,1234,pair_0055_sad,sad,14,02,02,01,pair_0055_happy,happy,14,02,02,01,False,True,True,True
matched_swap,1234,pair_0056_happy,happy,15,01,01,01,pair_0056_sad,sad,15,01,01,01,False,True,True,True
matched_swap,1234,pair_0056_sad,sad,15,01,01,01,pair_0056_happy,happy,15,01,01,01,False,True,True,True
matched_swap,1234,pair_0057_happy,happy,15,01,02,01,pair_0057_sad,sad,15,01,02,01,False,True,True,True
matched_swap,1234,pair_0057_sad,sad,15,01,02,01,pair_0057_happy,happy,15,01,02,01,False,True,True,True
matched_swap,1234,pair_0058_happy,happy,15,02,01,01,pair_0058_sad,sad,15,02,01,01,False,True,True,True
matched_swap,1234,pair_0058_sad,sad,15,02,01,01,pair_0058_happy,happy,15,02,01,01,False,True,True,True
matched_swap,1234,pair_0059_happy,happy,15,02,02,01,pair_0059_sad,sad,15,02,02,01,False,True,True,True
matched_swap,1234,pair_0059_sad,sad,15,02,02,01,pair_0059_happy,happy,15,02,02,01,False,True,True,True
matched_swap,1234,pair_0060_happy,happy,16,01,01,01,pair_0060_sad,sad,16,01,01,01,False,True,True,True
matched_swap,1234,pair_0060_sad,sad,16,01,01,01,pair_0060_happy,happy,16,01,01,01,False,True,True,True
matched_swap,1234,pair_0061_happy,happy,16,01,02,01,pair_0061_sad,sad,16,01,02,01,False,True,True,True
matched_swap,1234,pair_0061_sad,sad,16,01,02,01,pair_0061_happy,happy,16,01,02,01,False,True,True,True
matched_swap,1234,pair_0062_happy,happy,16,02,01,01,pair_0062_sad,sad,16,02,01,01,False,True,True,True
matched_swap,1234,pair_0062_sad,sad,16,02,01,01,pair_0062_happy,happy,16,02,01,01,False,True,True,True
matched_swap,1234,pair_0063_happy,happy,16,02,02,01,pair_0063_sad,sad,16,02,02,01,False,True,True,True
matched_swap,1234,pair_0063_sad,sad,16,02,02,01,pair_0063_happy,happy,16,02,02,01,False,True,True,True
matched_swap,1234,pair_0064_happy,happy,17,01,01,01,pair_0064_sad,sad,17,01,01,01,False,True,True,True
matched_swap,1234,pair_0064_sad,sad,17,01,01,01,pair_0064_happy,happy,17,01,01,01,False,True,True,True
matched_swap,1234,pair_0065_happy,happy,17,01,02,01,pair_0065_sad,sad,17,01,02,01,False,True,True,True
matched_swap,1234,pair_0065_sad,sad,17,01,02,01,pair_0065_happy,happy,17,01,02,01,False,True,True,True
matched_swap,1234,pair_0066_happy,happy,17,02,01,01,pair_0066_sad,sad,17,02,01,01,False,True,True,True
matched_swap,1234,pair_0066_sad,sad,17,02,01,01,pair_0066_happy,happy,17,02,01,01,False,True,True,True
matched_swap,1234,pair_0067_happy,happy,17,02,02,01,pair_0067_sad,sad,17,02,02,01,False,True,True,True
matched_swap,1234,pair_0067_sad,sad,17,02,02,01,pair_0067_happy,happy,17,02,02,01,False,True,True,True
matched_swap,1234,pair_0068_happy,happy,18,01,01,01,pair_0068_sad,sad,18,01,01,01,False,True,True,True
matched_swap,1234,pair_0068_sad,sad,18,01,01,01,pair_0068_happy,happy,18,01,01,01,False,True,True,True
matched_swap,1234,pair_0069_happy,happy,18,01,02,01,pair_0069_sad,sad,18,01,02,01,False,True,True,True
matched_swap,1234,pair_0069_sad,sad,18,01,02,01,pair_0069_happy,happy,18,01,02,01,False,True,True,True
matched_swap,1234,pair_0070_happy,happy,18,02,01,01,pair_0070_sad,sad,18,02,01,01,False,True,True,True
matched_swap,1234,pair_0070_sad,sad,18,02,01,01,pair_0070_happy,happy,18,02,01,01,False,True,True,True
matched_swap,1234,pair_0071_happy,happy,18,02,02,01,pair_0071_sad,sad,18,02,02,01,False,True,True,True
matched_swap,1234,pair_0071_sad,sad,18,02,02,01,pair_0071_happy,happy,18,02,02,01,False,True,True,True
matched_swap,1234,pair_0072_happy,happy,19,01,01,01,pair_0072_sad,sad,19,01,01,01,False,True,True,True
matched_swap,1234,pair_0072_sad,sad,19,01,01,01,pair_0072_happy,happy,19,01,01,01,False,True,True,True
matched_swap,1234,pair_0073_happy,happy,19,01,02,01,pair_0073_sad,sad,19,01,02,01,False,True,True,True
matched_swap,1234,pair_0073_sad,sad,19,01,02,01,pair_0073_happy,happy,19,01,02,01,False,True,True,True
matched_swap,1234,pair_0074_happy,happy,19,02,01,01,pair_0074_sad,sad,19,02,01,01,False,True,True,True
matched_swap,1234,pair_0074_sad,sad,19,02,01,01,pair_0074_happy,happy,19,02,01,01,False,True,True,True
matched_swap,1234,pair_0075_happy,happy,19,02,02,01,pair_0075_sad,sad,19,02,02,01,False,True,True,True
matched_swap,1234,pair_0075_sad,sad,19,02,02,01,pair_0075_happy,happy,19,02,02,01,False,True,True,True
matched_swap,1234,pair_0076_happy,happy,20,01,01,01,pair_0076_sad,sad,20,01,01,01,False,True,True,True
matched_swap,1234,pair_0076_sad,sad,20,01,01,01,pair_0076_happy,happy,20,01,01,01,False,True,True,True
matched_swap,1234,pair_0077_happy,happy,20,01,02,01,pair_0077_sad,sad,20,01,02,01,False,True,True,True
matched_swap,1234,pair_0077_sad,sad,20,01,02,01,pair_0077_happy,happy,20,01,02,01,False,True,True,True
matched_swap,1234,pair_0078_happy,happy,20,02,01,01,pair_0078_sad,sad,20,02,01,01,False,True,True,True
matched_swap,1234,pair_0078_sad,sad,20,02,01,01,pair_0078_happy,happy,20,02,01,01,False,True,True,True
matched_swap,1234,pair_0079_happy,happy,20,02,02,01,pair_0079_sad,sad,20,02,02,01,False,True,True,True
matched_swap,1234,pair_0079_sad,sad,20,02,02,01,pair_0079_happy,happy,20,02,02,01,False,True,True,True
matched_swap,1234,pair_0080_happy,happy,21,01,01,01,pair_0080_sad,sad,21,01,01,01,False,True,True,True
matched_swap,1234,pair_0080_sad,sad,21,01,01,01,pair_0080_happy,happy,21,01,01,01,False,True,True,True
matched_swap,1234,pair_0081_happy,happy,21,01,02,01,pair_0081_sad,sad,21,01,02,01,False,True,True,True
matched_swap,1234,pair_0081_sad,sad,21,01,02,01,pair_0081_happy,happy,21,01,02,01,False,True,True,True
matched_swap,1234,pair_0082_happy,happy,21,02,01,01,pair_0082_sad,sad,21,02,01,01,False,True,True,True
matched_swap,1234,pair_0082_sad,sad,21,02,01,01,pair_0082_happy,happy,21,02,01,01,False,True,True,True
matched_swap,1234,pair_0083_happy,happy,21,02,02,01,pair_0083_sad,sad,21,02,02,01,False,True,True,True
matched_swap,1234,pair_0083_sad,sad,21,02,02,01,pair_0083_happy,happy,21,02,02,01,False,True,True,True
matched_swap,1234,pair_0084_happy,happy,22,01,01,01,pair_0084_sad,sad,22,01,01,01,False,True,True,True
matched_swap,1234,pair_0084_sad,sad,22,01,01,01,pair_0084_happy,happy,22,01,01,01,False,True,True,True
matched_swap,1234,pair_0085_happy,happy,22,01,02,01,pair_0085_sad,sad,22,01,02,01,False,True,True,True
matched_swap,1234,pair_0085_sad,sad,22,01,02,01,pair_0085_happy,happy,22,01,02,01,False,True,True,True
matched_swap,1234,pair_0086_happy,happy,22,02,01,01,pair_0086_sad,sad,22,02,01,01,False,True,True,True
matched_swap,1234,pair_0086_sad,sad,22,02,01,01,pair_0086_happy,happy,22,02,01,01,False,True,True,True
matched_swap,1234,pair_0087_happy,happy,22,02,02,01,pair_0087_sad,sad,22,02,02,01,False,True,True,True
matched_swap,1234,pair_0087_sad,sad,22,02,02,01,pair_0087_happy,happy,22,02,02,01,False,True,True,True
matched_swap,1234,pair_0088_happy,happy,23,01,01,01,pair_0088_sad,sad,23,01,01,01,False,True,True,True
matched_swap,1234,pair_0088_sad,sad,23,01,01,01,pair_0088_happy,happy,23,01,01,01,False,True,True,True
matched_swap,1234,pair_0089_happy,happy,23,01,02,01,pair_0089_sad,sad,23,01,02,01,False,True,True,True
matched_swap,1234,pair_0089_sad,sad,23,01,02,01,pair_0089_happy,happy,23,01,02,01,False,True,True,True
matched_swap,1234,pair_0090_happy,happy,23,02,01,01,pair_0090_sad,sad,23,02,01,01,False,True,True,True
matched_swap,1234,pair_0090_sad,sad,23,02,01,01,pair_0090_happy,happy,23,02,01,01,False,True,True,True
matched_swap,1234,pair_0091_happy,happy,23,02,02,01,pair_0091_sad,sad,23,02,02,01,False,True,True,True
matched_swap,1234,pair_0091_sad,sad,23,02,02,01,pair_0091_happy,happy,23,02,02,01,False,True,True,True
matched_swap,1234,pair_0092_happy,happy,24,01,01,01,pair_0092_sad,sad,24,01,01,01,False,True,True,True
matched_swap,1234,pair_0092_sad,sad,24,01,01,01,pair_0092_happy,happy,24,01,01,01,False,True,True,True
matched_swap,1234,pair_0093_happy,happy,24,01,02,01,pair_0093_sad,sad,24,01,02,01,False,True,True,True
matched_swap,1234,pair_0093_sad,sad,24,01,02,01,pair_0093_happy,happy,24,01,02,01,False,True,True,True
matched_swap,1234,pair_0094_happy,happy,24,02,01,01,pair_0094_sad,sad,24,02,01,01,False,True,True,True
matched_swap,1234,pair_0094_sad,sad,24,02,01,01,pair_0094_happy,happy,24,02,01,01,False,True,True,True
matched_swap,1234,pair_0095_happy,happy,24,02,02,01,pair_0095_sad,sad,24,02,02,01,False,True,True,True
matched_swap,1234,pair_0095_sad,sad,24,02,02,01,pair_0095_happy,happy,24,02,02,01,False,True,True,True
same_emotion,1234,pair_0000_happy,happy,01,01,01,01,pair_0060_happy,happy,16,01,01,01,True,False,True,False
same_emotion,1234,pair_0000_sad,sad,01,01,01,01,pair_0016_sad,sad,05,01,01,01,True,False,True,False
same_emotion,1234,pair_0001_happy,happy,01,01,02,01,pair_0005_happy,happy,02,01,02,01,True,False,True,False
same_emotion,1234,pair_0001_sad,sad,01,01,02,01,pair_0013_sad,sad,04,01,02,01,True,False,True,False
same_emotion,1234,pair_0002_happy,happy,01,02,01,01,pair_0078_happy,happy,20,02,01,01,True,False,True,False
same_emotion,1234,pair_0002_sad,sad,01,02,01,01,pair_0010_sad,sad,03,02,01,01,True,False,True,False
same_emotion,1234,pair_0003_happy,happy,01,02,02,01,pair_0091_happy,happy,23,02,02,01,True,False,True,False
same_emotion,1234,pair_0003_sad,sad,01,02,02,01,pair_0095_sad,sad,24,02,02,01,True,False,True,False
same_emotion,1234,pair_0004_happy,happy,02,01,01,01,pair_0012_happy,happy,04,01,01,01,True,False,True,False
same_emotion,1234,pair_0004_sad,sad,02,01,01,01,pair_0016_sad,sad,05,01,01,01,True,False,True,False
same_emotion,1234,pair_0005_happy,happy,02,01,02,01,pair_0049_happy,happy,13,01,02,01,True,False,True,False
same_emotion,1234,pair_0005_sad,sad,02,01,02,01,pair_0033_sad,sad,09,01,02,01,True,False,True,False
same_emotion,1234,pair_0006_happy,happy,02,02,01,01,pair_0002_happy,happy,01,02,01,01,True,False,True,False
same_emotion,1234,pair_0006_sad,sad,02,02,01,01,pair_0002_sad,sad,01,02,01,01,True,False,True,False
same_emotion,1234,pair_0007_happy,happy,02,02,02,01,pair_0003_happy,happy,01,02,02,01,True,False,True,False
same_emotion,1234,pair_0007_sad,sad,02,02,02,01,pair_0051_sad,sad,13,02,02,01,True,False,True,False
same_emotion,1234,pair_0008_happy,happy,03,01,01,01,pair_0084_happy,happy,22,01,01,01,True,False,True,False
same_emotion,1234,pair_0008_sad,sad,03,01,01,01,pair_0080_sad,sad,21,01,01,01,True,False,True,False
same_emotion,1234,pair_0009_happy,happy,03,01,02,01,pair_0065_happy,happy,17,01,02,01,True,False,True,False
same_emotion,1234,pair_0009_sad,sad,03,01,02,01,pair_0081_sad,sad,21,01,02,01,True,False,True,False
same_emotion,1234,pair_0010_happy,happy,03,02,01,01,pair_0062_happy,happy,16,02,01,01,True,False,True,False
same_emotion,1234,pair_0010_sad,sad,03,02,01,01,pair_0022_sad,sad,06,02,01,01,True,False,True,False
same_emotion,1234,pair_0011_happy,happy,03,02,02,01,pair_0015_happy,happy,04,02,02,01,True,False,True,False
same_emotion,1234,pair_0011_sad,sad,03,02,02,01,pair_0027_sad,sad,07,02,02,01,True,False,True,False
same_emotion,1234,pair_0012_happy,happy,04,01,01,01,pair_0092_happy,happy,24,01,01,01,True,False,True,False
same_emotion,1234,pair_0012_sad,sad,04,01,01,01,pair_0016_sad,sad,05,01,01,01,True,False,True,False
same_emotion,1234,pair_0013_happy,happy,04,01,02,01,pair_0001_happy,happy,01,01,02,01,True,False,True,False
same_emotion,1234,pair_0013_sad,sad,04,01,02,01,pair_0069_sad,sad,18,01,02,01,True,False,True,False
same_emotion,1234,pair_0014_happy,happy,04,02,01,01,pair_0066_happy,happy,17,02,01,01,True,False,True,False
same_emotion,1234,pair_0014_sad,sad,04,02,01,01,pair_0034_sad,sad,09,02,01,01,True,False,True,False
same_emotion,1234,pair_0015_happy,happy,04,02,02,01,pair_0011_happy,happy,03,02,02,01,True,False,True,False
same_emotion,1234,pair_0015_sad,sad,04,02,02,01,pair_0091_sad,sad,23,02,02,01,True,False,True,False
same_emotion,1234,pair_0016_happy,happy,05,01,01,01,pair_0072_happy,happy,19,01,01,01,True,False,True,False
same_emotion,1234,pair_0016_sad,sad,05,01,01,01,pair_0060_sad,sad,16,01,01,01,True,False,True,False
same_emotion,1234,pair_0017_happy,happy,05,01,02,01,pair_0009_happy,happy,03,01,02,01,True,False,True,False
same_emotion,1234,pair_0017_sad,sad,05,01,02,01,pair_0081_sad,sad,21,01,02,01,True,False,True,False
same_emotion,1234,pair_0018_happy,happy,05,02,01,01,pair_0090_happy,happy,23,02,01,01,True,False,True,False
same_emotion,1234,pair_0018_sad,sad,05,02,01,01,pair_0010_sad,sad,03,02,01,01,True,False,True,False
same_emotion,1234,pair_0019_happy,happy,05,02,02,01,pair_0071_happy,happy,18,02,02,01,True,False,True,False
same_emotion,1234,pair_0019_sad,sad,05,02,02,01,pair_0079_sad,sad,20,02,02,01,True,False,True,False
same_emotion,1234,pair_0020_happy,happy,06,01,01,01,pair_0004_happy,happy,02,01,01,01,True,False,True,False
same_emotion,1234,pair_0020_sad,sad,06,01,01,01,pair_0036_sad,sad,10,01,01,01,True,False,True,False
same_emotion,1234,pair_0021_happy,happy,06,01,02,01,pair_0073_happy,happy,19,01,02,01,True,False,True,False
same_emotion,1234,pair_0021_sad,sad,06,01,02,01,pair_0009_sad,sad,03,01,02,01,True,False,True,False
same_emotion,1234,pair_0022_happy,happy,06,02,01,01,pair_0086_happy,happy,22,02,01,01,True,False,True,False
same_emotion,1234,pair_0022_sad,sad,06,02,01,01,pair_0042_sad,sad,11,02,01,01,True,False,True,False
same_emotion,1234,pair_0023_happy,happy,06,02,02,01,pair_0067_happy,happy,17,02,02,01,True,False,True,False
same_emotion,1234,pair_0023_sad,sad,06,02,02,01,pair_0051_sad,sad,13,02,02,01,True,False,True,False
same_emotion,1234,pair_0024_happy,happy,07,01,01,01,pair_0036_happy,happy,10,01,01,01,True,False,True,False
